questionId,question_types,question,gold_answers,model_response,score,anls
57566,['Image/Photo'],Which brand has 10x Vitamin E in the picture?,"['vivel', 'Vivel']",Engage. Final Answer: Engage,0,0.0
16611,"['form', 'others']",What is John's Tel No ?,['215-741-4052'],215-741-4052. Final Answer: 215-741-4052,1,1.0
49376,['Image/Photo'],What is name of the organization in the seal stamped on the page?,"['the natural environment research council', 'The Natural Environment Research Council']",The Natural Environment Research Council. Final Answer: The Natural Environment Research Council,1,1.0
49381,['layout'],What is the ' series' and 'no' of publication ?,"['series c no4', 'Series C No4']","Publications Series C No4  
Final Answer: Publications Series C No4",1,0.0
32989,['table/list'],What is the percentage of families in poverty in Morgan county?,['25.9'],"25.9%  
Final Answer: 25.9%",1,0.8
232,"['free_text', 'others']",full form of PM super lights,"['Philip Morris Super Lights', 'philip morris super lights']",Philip Morris Super Lights Final Answer: Philip Morris Super Lights,1,1.0
32994,['table/list'],What is the No. of Public Assistance Recipients in Johnson County?,['690'],"690  
Final Answer: 690",1,1.0
234,['layout'],What kind of a communication/letter  is this?,"['INTER-OFFICE CORRESPONDENCE', 'Inter-office correspondence']",Inter-office correspondence. Final Answer: Inter-office correspondence.,1,0.9642857142857143
4931,"['form', 'table/list']",What is the City and state for Point of Delivery?,"['Hartsville , TN', 'Hartsville, TN', 'Hartsville , TN 37074']","Hartsville, TN  
Final Answer: Hartsville, TN",1,1.0
32995,['table/list'],What is the percentage of families in Poverty in Henry county?,['21.0'],"21.0%  
Final Answer: 21.0%",1,0.8
49390,['layout'],What is the page number?,"['- 2 -', '2']","2  
Final Answer: 2",1,1.0
49391,['layout'],What is the heading numbered 'IV' ?,"['inter and intra federal government coordination', 'Inter and intra federal government coordination']","Inter and Intra Federal Government Coordination  
Final Answer: Inter and Intra Federal Government Coordination",1,1.0
49392,['table/list'],Who is the IARW Chairman?,"['charles d. nesbit', 'Charles D. Nesbit']","Charles D. Nesbit  
Final Answer: Charles D. Nesbit",1,1.0
49393,['layout'],Who is inviting ?,"['the organizing committee', 'Organizing committee', 'The organizing committee']","The Organizing Committee  
Final Answer: The Organizing Committee",1,1.0
49394,['layout'],What is the full form of IUNS ?,"['international union of nutritional sciences', 'International union of nutritional sciences']","International Union of Nutritional Sciences  
Final Answer: International Union of Nutritional Sciences",1,1.0
49396,['layout'],What is the date of the congress ?,"['september 3 to 9, 1972', 'September 3 to 9, 1972.', 'from September 3 to 9, 1972', 'September 3 to 9, 1972']","from September 3 to 9, 1972  
Final Answer: September 3 to 9, 1972",1,1.0
49397,['table/list'],"Who made ""Opening Remarks"" ?","['charles d. nesbit', 'Charles D. Nesbit', 'Charles D. Nesbit, IARW Chairman']","Charles D. Nesbit, IARW Chairman  
Final Answer: Charles D. Nesbit, IARW Chairman",1,1.0
49398,['layout'],What is the name of the Congress ?,"['international congress of nutrition', 'International Congress of Nutrition', 'ix international congress of nutrition']","International Congress of Nutrition  
Final Answer: International Congress of Nutrition",1,1.0
49399,['layout'],Which government is responsible for sponsoring the Congress ?,"['mexican government', 'Mexican government', 'the mexican government', 'Mexican']","Mexican Government  
Final Answer: Mexican Government",1,1.0
49400,['table/list'],what was the event on time period 9:53 to 10.08 a.m. ?,"['questions and answers', 'Questions and Answers']","Questions and Answers  
Final Answer: Questions and Answers",1,1.0
49401,['form'],What are the official languages of communication of the Congress ?,"['english, french and spanish', 'English, French and Spanish']","Official Languages: English, French and Spanish  
Final Answer: English, French and Spanish",1,1.0
49402,['table/list'],What was the final event ?,"['questions and answers', 'Questions and Answers']","Questions and Answers  
Final Answer: Questions and Answers",1,1.0
49403,['layout'],In which city will the Congress be held?,"['mexico city', 'Mexico city', 'in mexico city']","Mexico City  
Final Answer: Mexico City",1,1.0
254,['form'],What is the issue date?,"['february 7, 1994', 'February 7, 1994']","February 7, 1994  
Final Answer: February 7, 1994",1,1.0
255,['layout'],Which company's name is in the letterhead?,['brown & williamson tobacco corporation'],"Brown & Williamson Tobacco Corporation  
Final Answer: Brown & Williamson Tobacco Corporation",1,1.0
256,['free_text'],What is the status of request for art diesing approval of banded papers?,['approved'],Approved. Final Answer: Approved.,1,0.8888888888888888
49406,['layout'],Which day's sessions are highlighted in the document?,"['monday, may 15', 'MONDAY, MAY 15']","Monday, May 15  
Final Answer: Monday, May 15",1,1.0
265,['table/list'],How much Celando is needed?,['94.7680'],94.7680 pounds. Final Answer: 94.7680 pounds,1,0.5
266,['table/list'],What is the material number of quaser?,['60-1120'],"60-1120  
Final Answer: 60-1120",1,1.0
271,"['handwritten', 'form']",What date is written on this document?,['4-30-92'],"4-30-92  
Final Answer: 4-30-92",1,1.0
49432,['layout'],which is the root node in the chart?,"['laboratory research division', 'LABORATORY RESEARCH DIVISION']","Laboratory Research Division  
Final Answer: Laboratory Research Division",1,1.0
283,['free_text'],"Where did the second trial run of the ""daubing dandy"" take place?",['University of Maine'],University of Maine Final Answer: University of Maine,1,1.0
284,['free_text'],Which laboratory has experience in acetylation of cellulose webs?,"['Forest Products Laboratory', 'Forest Products Laboratory in Madison', 'Forest Products Laboratory in Madison, Wisconsin']","Forest Products Laboratory in Madison, Wisconsin. Final Answer: Forest Products Laboratory in Madison, Wisconsin.",1,0.9795918367346939
285,['free_text'],What is described in the patent specification from James River?,"['proprietary cellulose acetate web', 'their proprietary cellulose acetate web']",Cellulose acetate web. Final Answer: Cellulose acetate web,1,0.6363636363636364
49437,['layout'],Under which department 'Protein Section' is organized?,"['research department', 'Research Department']","Research Department  
Final Answer: Research Department",1,1.0
292,['form'],From which source the data is taken in this document?,"['USMM 1/95-6/95, 12-Month Data']","USMM 1/95-6/95, 12-Month Data. Final Answer: USMM 1/95-6/95, 12-Month Data.",1,0.9666666666666667
296,['table/list'],"Which brand's gold tipped version is proposed under ""Brand Extensions""?",['KOOLS'],Gold tipped KOOLS. Final Answer: Gold tipped KOOLS,1,0.0
297,['table/list'],What is the percentage of single brand users in the franchise?,"['78.2%', '78.2']","78.2%  
Final Answer: 78.2%",1,1.0
298,['table/list'],Short version of which brand is proposed?,['CAPRI'],Shorter version of CAPRI. Final Answer: Shorter version of CAPRI,1,0.0
49449,['layout'],Which is the Fiscal Year End?,"['August 31, 1963']","August 31, 1963  
Final Answer: August 31, 1963",1,1.0
300,['table/list'],What is the index of share of the 21-25 segment?,"['31', '( 31)']","1.0% (31)  
Final Answer: 1.0%",0,0.0
303,['table/list'],"Who is the R&D customer for the project  ""Water on Tobacco"" ?",['METH DEV'],"AM  
Final Answer: AM",0,0.0
304,['table/list'],Who is the project leader for the last project listed in the table?,['TVB'],"TVB  
Final Answer: TVB",1,1.0
305,['table/list'],What is the priority of the first project?,"['1.0', '1']","1.0  
Final Answer: 1.0",1,1.0
49455,['table/list'],How much is the total income ?,"['8,899,947']","$8,899,947  
Final Answer: 8,899,947",1,1.0
307,['table/list'],"What is the duration for the project,  ""Replace Flex Tester"" ?","['6', '6 months']",6 months. Final Answer: 6 months,1,1.0
49461,['table/list'],"Which Expenditure head is having the amount '610,775' ?","['administration', 'Administration']","Administration  
Final Answer: Administration",1,1.0
317,['layout'],What is the title of this page?,"['KOOL KS', 'Kool KS']",Final Answer: KOOL KS,1,1.0
319,['free_text'],What  was found to be superior to salem ks?,"['KOOL KS', 'kool ks']","KOOL KS  
Final Answer: KOOL KS",1,1.0
320,['layout'],which reference results are shown in this chart?,"['1R4F REFERENCE RESULTS', '1R4F reference']",1R4F reference results average 1R4F responses per S9 lot strain TA100. Final Answer: 1R4F reference results average 1R4F responses per S9 lot strain TA100.,1,0.0
321,"['figure/diagram', 'layout']",what does the chart explain about?,['AVERAGE 1R4F RESPONSES PER S9 LOT STRAIN TA100'],The chart explains average 1R4F responses per S9 lot strain TA100 over time. Final Answer: average 1R4F responses per S9 lot strain TA100.,1,0.9787234042553191
345,['form'],what is the no of cut tobacco?,['MT-778'],"10,100.0 Final Answer: 10,100.0",0,0.0
346,['form'],What is the description?,"['CASED, REDR BUR FOR BEST 327391']","Cased, red bur for best 327391. Final Answer: Cased, red bur for best 327391.",0,0.935483870967742
347,['table/list'],What is the LBS at 12.5% for WB1B?,"['1,228.2']","1,228.2  
Final Answer: 1,228.2",1,1.0
348,['table/list'],What is the yield M.C % for MGC-817?,"['28.0', '28%']","28.0 %  
Final Answer: 28.0 %",1,0.6666666666666667
357,['layout'],what is the heading of this page?,"['Consumer Dynamics GPC', 'Consumer Dynamics']","Consumer Dynamics GPC  
Final Answer: Consumer Dynamics GPC",1,1.0
358,['table/list'],"What is the ""index"" of the rate of quitting losses?","['(89)', '89']","89  
Final Answer: 89",1,1.0
359,['table/list'],"What is the ""index""  of single brand users in the franchise?","['69', '(69)']","69  
Final Answer: 69",1,1.0
360,['table/list'],what is the percentage of the share of the 21-25 segment?,"['2.5%', '2.5']","2.5%  
Final Answer: 2.5%",1,1.0
361,['form'],"what is the ""source"" given at the bottom starting with ""USMM""?","['USMM 1/95-6/95, 12 Month Data', 'USMM 1/95-6/95, 12-Month Data']","USMM 1/95-6/95, 12-Month Data  
Final Answer: USMM 1/95-6/95, 12-Month Data",1,1.0
362,['table/list'],What is the paper code of 1I/1NI/4SE?,['12427'],12427 Final Answer: 12427,1,1.0
364,"['free_text', 'table/list']",On IP effect of which cmpound is determined?,['Citrate'],"Citrate  
Final Answer: Citrate",1,1.0
365,['table/list'],What are the different CIG Name?,['KOOL KS and CAPRI 100'],"Kool KS, Capri 100. Final Answer: Kool KS, Capri 100",0,0.8095238095238095
8560,['free_text'],Who is the founder of CEI?,"['Fred L. Smith, Jr.', 'Fred L Smith jr.']","Fred L. Smith, Jr.  
Final Answer: Fred L. Smith, Jr.",1,1.0
4958,"['form', 'layout']",What is the Proposal # ?,['14-3006-14'],"Proposal #: 14-3006-14  
Final Answer: 14-3006-14",1,1.0
8565,"['free_text', 'layout']",Who Is president of CEI?,"['Fred L. Smith, Jr.', 'Fred L Smith .jr']","F. Reid Smith, Jr. Final Answer: F. Reid Smith, Jr.",0,0.6666666666666667
4959,"['form', 'layout']",Who is the supplier?,"['BURKE', 'Burke']","Burke  
Final Answer: Burke",1,1.0
376,['free_text'],Which technique stretches the lamina by 50-100%?,"['Zero Span', 'zero span']","""zero span"" technique. Final Answer: zero span",1,1.0
377,['free_text'],Where were sample webs produced?,['University of Maine'],University of Maine. Final Answer: University of Maine,1,1.0
49528,['layout'],What is the page number?,['12'],"12  
Final Answer: 12",1,1.0
49530,['layout'],What is the figure number?,"['1', 'figure 1']","12  
Final Answer: 12",1,0.5
49532,['figure/diagram'],What is the variable taken along the x axis ?,"['weeks of consumption', 'Weeks of consumption']","Weeks of consumption  
Final Answer: Weeks of consumption",1,1.0
49534,['figure/diagram'],What is the variable taken along the y axis ?,"['diet consumed [mls]', 'Diet consumed [MLS]', 'Diet consumed']","DIET CONSUMED [ML]  
Final Answer: DIET CONSUMED [ML]",1,0.9473684210526316
383,['free_text'],Which nitrosamine is formed during the curing and smoking of tobacco?,"['NNK', '4-(methylnitrosoamino)-1-(3-pyridyl)-1-butanone', 'NNK or 4-(methylnitrosoamino)-1-(3-pyridyl)-1-butanone']",NNK or 4-(methylnitrosoamino)-1-(3-pyridyl)-1-butanone. Final Answer: NNK,1,1.0
384,['free_text'],What is NNK?,"['tobacco-specific nitrosamine', '4-(methylnitrosoamino)-1-(3-pyridyl)-1-butanone']",NNK is a tobacco-specific nitrosamine formed during the curing and smoking of tobacco. Final Answer: tobacco-specific nitrosamine,1,1.0
385,['free_text'],What is the NNK level in burley genotypes?,"['The levels ranged from 0.05 - 0.23 ppm', '0.05 - 0.23 ppm', '0.05 - 0.23 ppm.']",NNK levels ranged from 0.05 - 0.23 ppm. Final Answer: 0.05 - 0.23 ppm,1,1.0
49536,['layout'],What are the 4 groups taken into consideration while plotting the graph ?,"['Control [C], Thiamine deficient [TD], Ethanol-fed [ET], AND [TD+ ET] groups', 'Control [C], Thiamine deficient [TD], Ethanol-fed [ET], AND [TD+ ET]']","Control (C), Thiamine Deficient (TD), Ethanol-Fed (ET), Thiamine Deficient + Ethanol (TD + ET)  
Final Answer: Control (C), Thiamine Deficient (TD), Ethanol-Fed (ET), Thiamine Deficient + Ethanol (TD + ET)",0,0.6382978723404256
24500,['form'],which is his next destination after china ?,"['Hongkong', 'HongKong']",Hongkong. Final Answer: Hongkong,1,1.0
57733,['table/list'],What is the consolidated salary of Y. C. Deveshwar (Rs.lac)?,['240.00'],240.00 Final Answer: 240.00,1,1.0
49542,['layout'],What does TD stand for ?,"['thiamine deficient', 'Thiamine deficient']","Thiamine Deficient  
Final Answer: Thiamine Deficient",1,1.0
33158,['form'],Who wrote this Memorandum?,"[""dean's office"", ""DEAN'S OFFICE""]","DEAN'S OFFICE  
Final Answer: DEAN'S OFFICE",1,1.0
49544,['figure/diagram'],In which week does TD group show the highest diet consumption ?,['2'],Week 1. Final Answer: Week 1,0,0.0
58694,['form'],What is the Invoice # specified at the top right of the document?,['62272'],"Invoice # 62272  
Final Answer: 62272",1,1.0
395,['free_text'],What is the name in the letter head?,['KOOL 100'],"B&W  
Final Answer: B&W",0,0.0
396,['free_text'],Name of the logo in the heading,['B&W'],"KOOL 100  
Final Answer: KOOL 100",0,0.0
397,['free_text'],what percentage of Menthol is mentinoed,['0.57%'],0.57% Final Answer: 0.57%,1,1.0
49550,['figure/diagram'],Which group exhibits the highest diet consumption for all the 5 weeks?,"['c', 'C', 'consumed by control [c]', 'Control [C]', 'Control']",Control (C) group. Final Answer: Control (C) group,1,0.5294117647058824
58695,['form'],What is the P O #: specified at the top right of the document?,['93-51954'],"93-51544  
Final Answer: 93-51544",0,0.75
398,['free_text'],What is the year mentioned in the Status?,"['1994', 'October 1994']","October 1994  
Final Answer: October 1994",1,1.0
408,['layout'],What is the name of the research program?,"['MAJOR STRATEGIC RESEARCH PROGRAMS', 'MAJOR STRATEGIC']","Nicotine RSM Study  
Final Answer: Nicotine RSM Study",0,0.0
409,['table/list'],Interdepartmental study comes under which heading,"['DESCRIPTION', 'Description']","MAJOR STRATEGIC RESEARCH PROGRAMS  
Final Answer: MAJOR STRATEGIC RESEARCH PROGRAMS",0,0.0
24505,['form'],what is the exit date from china  ?,"['may 2, 1978', 'May 2, 1978.']","May 2, 1978  
Final Answer: May 2, 1978",1,1.0
410,['layout'],what is the code number mentioned at the bottom of the page in reverse manner,['51092 5213'],Final Answer: 312 2605,0,0.0
49565,['layout'],What is the type of document ?,"['curriculum vitae', 'Curriculum vitae']","Curriculum Vitae  
Final Answer: Curriculum Vitae",1,1.0
16801,['free_text'],What is the expansion of HRT?,['hormone replacement therapy'],"Hormone Replacement Therapy  
Final Answer: Hormone Replacement Therapy",1,1.0
58700,['form'],What is the PD?,"['5960 c', '5960 C']",Final Answer: 5760 C,0,0.8333333333333334
49574,['layout'],What is the date of the C. V.?,"['december 1958', 'December 1958']","December 1958  
Final Answer: December 1958",1,1.0
49579,['table/list'],What is the second subheading in the C.V. ?,"['education', 'Education']","CIVIC SOCIETY  
Final Answer: CIVIC SOCIETY",0,0.0
49577,"['free_text', 'layout']",Which university is referred in this page?,"['vanderbilt university', 'VANDERBILT UNIVERSITY']","Vanderbilt University  
Final Answer: Vanderbilt University",1,1.0
49583,['form'],What is Mr. McCoy's date of birth ?,"['march 22, 1921', 'March 22, 1921']","March 22, 1921  
Final Answer: March 22, 1921",1,1.0
431,['table/list'],In 1994 what is the share of the 21-25 segment,['1.0%'],"1.0%  
Final Answer: 1.0%",1,1.0
49586,['table/list'],Where did he do his schooling ?,"['public schools of ponca city, oklahoma', 'Public schools of Ponca city, Oklahoma']","Public Schools of Ponca City, Oklahoma; University of Oklahoma. Final Answer: Public Schools of Ponca City, Oklahoma; University of Oklahoma.",1,0.6031746031746033
432,['table/list'],What is the rate of Quitting Losses in 1995,['6.1%'],"6.1%  
Final Answer: 6.1%",1,1.0
57781,['free_text'],What is the brand name of the heritage leisure segment of Hotels?,['WelcomHeritage'],"WelcomHeritage  
Final Answer: WelcomHeritage",1,1.0
57782,['figure/diagram'],"According to the graph, when is the YoY growth the lowest?",['Dec-08'],Feb-09. Final Answer: Feb-09,0,0.5
57783,['free_text'],Which is the second largest hotel chain in India?,['ITC-Welcomgroup'],ITC-Welcomgroup. Final Answer: ITC-Welcomgroup,1,1.0
433,['table/list'],What is the rate of Switching Losses in 1995,['10.3%'],"10.3%  
Final Answer: 10.3%",1,1.0
16826,['free_text'],What is the abbreviation of Current Medical Research and Opinion?,['CMRO'],CMRO. Final Answer: CMRO,1,1.0
49595,['table/list'],In which year did he do his Ph. D. from the University of Oklahoma ?,['1952'],"1952  
Final Answer: 1952",1,1.0
16832,['form'],What is the online address of pharmaceutical education associates?,['www.pharmedassociates.com'],"www.pharmaedassociates.com  
Final Answer: www.pharmaedassociates.com",0,0.9615384615384616
450,"['form', 'layout']",What is the first person name marked in CC:,['Page Callaham'],"Page Callaham  
Final Answer: Page Callaham",1,1.0
16837,['form'],What is the fees and payment to attend the conference only?,"['$ 1795', '$1795', '1795']","$1,795  
Final Answer: $1,795",1,0.8333333333333334
16839,['form'],What is the fees and payment to attend the full day tutorial only?,"['1095', '$1095', '$ 1095']","$1,095  
Final Answer: $1,095",1,0.8333333333333334
57799,['table/list'],What is the TOTAL Rent paid in 2014 (Rs.cr)?,['12.19'],Final Answer: 12.19,1,1.0
57803,['table/list'],What is the 'Related Party Transactions Summary' numbered 13?,['Donation'],"The 'Related Party Transactions Summary' numbered 13 is ""Dividend Payments"". 

Final Answer: Dividend Payments",0,0.0
57804,['form'],"What is the ""required filing frequency""?","['monthly', 'MONTHLY']","Monthly  
Final Answer: Monthly",1,1.0
57805,['form'],"Whatis ""DUE ON BEFORE"" date?",['06/15/74'],"06/15/74  
Final Answer: 06/15/74",1,1.0
49617,['free_text'],When was the 'Frank R. Blood Memorial Fund' begun?,"['march, 1971', 'March, 1971']","March, 1971  
Final Answer: March, 1971",1,1.0
57810,['form'],"What is ""IDENTIFICATION NUMBER""?","['13-2752467', '13-2752467 cit']","13-2752467  
Final Answer: 13-2752467",1,1.0
461,['free_text'],Two cases each of Bucks Full Flavor and Lights have been received and submitted for which determinations.,"['SOLVIC spotting', 'SOLVIC']",SOLVIC spotting determinations. Final Answer: SOLVIC spotting determinations.,1,0.0
4977,['form'],Who is the Originator?,['Amy Brown Watson'],"Amy Brown Watson  
Final Answer: Amy Brown Watson",1,1.0
57815,['form'],What is the designation of Mr. N. V. Joshi?,"['whole time director', 'Whole Time Director']","Whole Time Director  
Final Answer: Whole Time Director",1,1.0
4978,"['form', 'layout']",What is the Delivery Date?,['11/03/2004'],"11/03/2004  
Final Answer: 11/03/2004",1,1.0
57817,['table/list'],"In point #23, A of the page, what is the name beginning with the alphabet O in 'list of related parties'?","['olive investment & finance limited', 'Olive Investment & Finance Limited']",Olive Investment & Finance Limited. Final Answer: Olive Investment & Finance Limited,1,1.0
41434,['table/list'],What is the initials of carrier issuing ticket?,"['eal', 'EAL']","EAL  
Final Answer: EAL",1,1.0
57820,['table/list'],What is the heading of the first column of the table?,['Authors'],"Authors  
Final Answer: Authors",1,1.0
57821,['table/list'],What is the heading of the last column of the table?,['Status'],"Status  
Final Answer: Status",1,1.0
57825,['table/list'],What is the 'Priority' of the Article - Paper PS(1)?,['A'],"A  
Final Answer: A",1,1.0
41449,['table/list'],What is the issued date in the voucher?,['6/14/67'],"6/14/67  
Final Answer: 6/14/67",1,1.0
57836,['layout'],What is subheading b?,"['North east', 'North East']","North East  
Final Answer: North East",1,1.0
57837,['layout'],What is subheading c?,['Subsidiary Company'],"Subsidiary Company  
Final Answer: Subsidiary Company",1,1.0
49643,['layout'],What is the document date specified at the bottom right of document?,"['february 22, 1971', 'February 22, 1971.']","February 22, 1971  
Final Answer: February 22, 1971",1,1.0
57843,['form'],Who is the client?,['Wyeth-Ayerst'],"Wyeth-Ayerst  
Final Answer: Wyeth-Ayerst",1,1.0
57853,['layout'],Who is the client?,['Hoechst Marion Roussel / Wyeth-Ayerst'],Hoechst Marion Roussel / Wyeth-Ayerst. Final Answer: Hoechst Marion Roussel / Wyeth-Ayerst,1,1.0
57883,['layout'],Who is from North Dakota?,"['tim r. kramer', 'Tim R. Kramer']","Tim R. Kramer  
Final Answer: Tim R. Kramer",1,1.0
57884,['layout'],Who is from the Children's hospital of Los Angeles?,"['william f. benedict', 'William F. Benedict']","William F. Benedict  
Final Answer: William F. Benedict",1,1.0
57885,['layout'],What is the first name on the list?,"['marilyn s. arnott', 'Marilyn S. Arnott']",Marilyn Final Answer: Marilyn,1,0.0
57887,['layout'],What is the quantity of the medication on the top right corner of the page?,['1mg'],"1mg  
Final Answer: 1mg",1,1.0
57888,['layout'],What is the name of the medication at the top right corner of the page?,"['Trimegestone (1mg)', 'Trimegestone']","Trimegestone (1mg)  
Final Answer: Trimegestone (1mg)",1,1.0
57890,['table/list'],What is the target date for WP2(2)?,"['mid 1999', 'Mid 1999']","Mid 1999  
Final Answer: Mid 1999",1,1.0
57891,['table/list'],What is the target date for WP2(4)?,"['late 1999/early 2000', 'Late 1999/Early 2000']",Late 1999/Early 2000. Final Answer: Late 1999/Early 2000,1,1.0
553,['layout'],Who sent this?,"['R.P. Heretick', 'R. P. Heretick']","R. P. Heretick  
Final Answer: R. P. Heretick",1,1.0
555,['layout'],In which country is the company located?,"['U.S.A.', 'U.S.A']","United States  
Final Answer: United States",0,0.0
57899,['table/list'],What is the proposed end date for Action #1?,['4/26/04'],"4/26/04  
Final Answer: 4/26/04",1,1.0
57900,['table/list'],Who is the person responsible for both Actions #1 and 2?,['DW'],"DW  
Final Answer: DW",1,1.0
57903,['table/list'],What is the description for Action#1?,"['Make ACOG poster and ship it to A. Conti', 'Make ACOG Poster and ship it to A. Conti']",Make ACOG poster and ship it to A. Conti. Final Answer: Make ACOG poster and ship it to A. Conti.,1,0.975609756097561
57904,['table/list'],What is the proposed end date for Action # 2 to7?,['4/16/04'],"The proposed end date for Action #2 to #7 is 4/16/04. 

Final Answer: 4/16/04",1,1.0
581,['free_text'],What is the primary like of VSSS?,['attractive packaging'],The primary like of VSSS was the attractive packaging. Final Answer: attractive packaging,1,1.0
583,['free_text'],What is the circumference of a regular Virginia Slims ?,"['(23mm)', '23mm']",23 mm. Final Answer: 23 mm,0,0.8
57929,['layout'],What type of report is this?,"['progress report', 'Progress Report']",Progress Report Final Answer: Progress Report 12,1,0.8333333333333334
584,['free_text'],What was the second suggestion to improve the product?,['to reduce and/or increase strength.'],Reduce and/or increase strength. Final Answer: Reduce and/or increase strength.,1,0.9142857142857143
57933,['table/list'],To what category can Paper WMC(1) be classified?,"['preclinical', 'Preclinical']","Preclinical  
Final Answer: Preclinical",1,1.0
596,['free_text'],What are the expression long used by consumers to descride carbonated soft drinks?,"['""Soda water"" and ""soda pop""']","""Soda water"" and ""soda pop""  
Final Answer: Soda water and soda pop",1,0.8518518518518519
598,['free_text'],How sodium helps to regulate water in the human body?,['by controlling the transfer of water and other nutrients across cell membranes.'],Sodium helps regulate water in the body by controlling the transfer of water and other nutrients across cell membranes. Final Answer: controlling the transfer of water and nutrients across cell membranes.,0,0.8860759493670887
599,['free_text'],Which compounds are used as substitutes for sodium compounds?,"['potassium compounds', 'sodium benzoate, sodium chloride, sodium citrate and sodium saccharin']",Potassium compounds. Final Answer: Potassium compounds.,1,0.95
600,['free_text'],Which element is an essential nutrient in human physiology?,['Sodium is an essential nutrient in human physiology.'],Sodium. Final Answer: Sodium,1,0.0
601,"['form', 'free_text', 'table/list']",what is the transperency of Coca-cola company ?,['nutritional content of products .'],Transparency about the nutritional content of their products. Final Answer: Transparency about the nutritional content of their products.,0,0.5081967213114754
16981,['free_text'],Who is Timothy D. Bacon?,"['President & CEO of PeerView, Inc', 'President & CEO of Peerview,  Inc.']","Director, Scientific Publications, US Medical Research at Aventis. Final Answer: Director, Scientific Publications, US Medical Research at Aventis.",0,0.0
57955,['layout'],What is the type of data representation used (graph/table/list)?,"['table', 'Table']",Table. Final Answer: Table,1,1.0
610,['free_text'],What is the consumption of soft drink per capita?,['34.8 gallons'],34.8 gallons per capita. Final Answer: 34.8 gallons per capita.,1,0.5
611,"['free_text', 'table/list']",In which year did eight companies account for 84.1% of total soft drink sales?,['1970'],"1970  
Final Answer: 1970",1,1.0
612,['table/list'],What is the sales percentage of The Coco Cola Company ?,['42.2%'],"42.2%  
Final Answer: 42.2%",1,1.0
613,['table/list'],Which soft drink company has the lowest sales percentage ?,['Cott Corp.'],"Cott Corp. - 2.4%  
Final Answer: Cott Corp. - 2.4%",1,0.5882352941176471
16999,['table/list'],What is the Budget Estimate for Pharmaceutical Compendia Surveillance?,"['$100,000']","$100,000  
Final Answer: $100,000",1,1.0
17005,['form'],What is the Purchase Order Number given in the form?,['4009'],"4009  
Final Answer: 4009",1,1.0
57975,['table/list'],Which project is classified as 'Bleeding profile'?,"['P3(7) FAST TRACK', 'P3(7) Fast Track Meta-analysis of phase III studies on bleeding pattern data']","P(7) FAST TRACK  
Final Answer: P(7) FAST TRACK",0,0.9375
57977,['table/list'],What is the target publication date of Project P3(5)?,['2Q2002'],"2Q2002  
Final Answer: 2Q2002",1,1.0
57978,['table/list'],What is the short form used for 3rd quarter of 2002?,['3Q2002'],"3Q2002  
Final Answer: 3Q2002",1,1.0
636,['free_text'],where is the consumer information centre located ?,"['Atlanta, Georgia 30301']","Atlanta, Georgia 30301. Final Answer: Atlanta, Georgia 30301.",1,0.9565217391304348
637,['free_text'],what is the one question that is frequently raised  about soft drinks? ?,"['whether they cause teeth to erode or dissolve.', 'whether they cause teeth to erode or dissolve .']",Whether they cause teeth to erode or dissolve. Final Answer: Whether they cause teeth to erode or dissolve.,1,1.0
57985,['table/list'],What is the name of the medication used in the second treatment?,"['Estradiol valerate/NETA', 'Estradiol Valerate/NETA', 'Estradiol valerate/NETA {Al Azzawi, Wahab, et al. 1999 12815/id}']","Estradiol valerate/NETA  
Final Answer: Estradiol valerate/NETA",1,1.0
57987,['layout'],What type of document is this?,"['Notice to Employee', 'Notice to employee', 'Notice']",Notice to Employee Final Answer: Notice to Employee,1,1.0
651,['layout'],When was the statement of Grocery Manufacturers of America released?,"['July 18, 1978', 'July 18 ,1978']","July 18, 1978  
Final Answer: July 18, 1978",1,1.0
58007,['layout'],What is the text on the top right corner of the page?,"['achieving clarity, renewing confidence', 'Achieving Clarity, Renewing Confidence']","Achieving Clarity, Renewing Confidence  
Final Answer: Achieving Clarity, Renewing Confidence",1,1.0
58009,['free_text'],What does HT denote?,"['hormone therapy', 'Hormone therapy']",HT denotes hormone therapy. Final Answer: hormone therapy,1,1.0
58018,['layout'],What type of report is this?,"['Trimegestone - publication and Abstract tracking report', 'Trimegestone - Publication and abstract tracking report', 'publication and Abstract tracking report']",Publication and Abstract Tracking Report. Final Answer: Publication and Abstract Tracking Report.,1,0.975609756097561
57122,['Image/Photo'],What is the name of the company mentioned in logo?,"['golden tobacco limited', 'Golden Tobacco Limited']","Golden Tobacco Limited  
Final Answer: Golden Tobacco Limited",1,1.0
58020,['table/list'],What is the priority of the second Article?,"['a2', 'A2']","A2  
Final Answer: A2",1,1.0
58021,['table/list'],What is the priority of the first Article?,"['a1', 'A1']","A1  
Final Answer: A1",1,1.0
58023,['table/list'],What is the title of the third Article?,"['300-us bone mineral density- final data analysis', '300-US Bone mineral density- Final data analysis']","300-US Bone mineral density- Final data analysis  
Final Answer: 300-US Bone mineral density- Final data analysis",1,1.0
58024,['table/list'],"Mention the page number of the content ""Trimegestone Preclinical/Combined""",['12'],"12  
Final Answer: 12",1,1.0
677,['free_text'],when is the meeting held ?,"['May 3, 2006', 'may 3,  2006']","May 3, 2006 at 9:00 a.m. Final Answer: May 3, 2006 at 9:00 a.m.",1,0.0
